gen,filename,score
1,"[219, 261]",-0.2719754012474472
1,"[32, 413]",-0.08016703578854004
1,"[60, 155]",0.21509418163458371
1,"[76, 140]",0.2477240292004802
1,"[19, 405]",0.313834650377097
1,"[321, 354]",0.31393476137144066
1,"[19, 277]",0.3347801087502893
1,"[262, 287]",0.534060581519048
1,"[385, 414]",0.6464596466834928
1,"[55, 326]",0.7956690921770296
1,"[118, 262]",0.8213712315575284
1,"[81, 181]",0.8233780803525589
1,"[11, 383]",0.8961758300309652
1,"[216, 302]",0.9526785617935142
1,"[240, 279]",1.2544062079796061
1,"[189, 262]",1.3780463406988328
1,"[129, 400]",1.6545078718231014
1,"[177, 337]",1.6586773088383298
1,"[83, 405]",1.7103982607828956
1,"[156, 358]",1.7589178043661
1,"[166, 408]",2.1864232700493953
1,"[57, 96]",2.234664208757488
1,"[231, 388]",2.2474843456727105
1,"[101, 129]",2.334480403192031
1,"[204, 444]",2.453316300453232
1,"[160, 279]",2.8485019172267863
1,"[146, 376]",2.865603044752937
1,"[133, 426]",3.42267746532361
1,"[125, 201]",3.7829019166829156
1,"[164, 329]",4.041054780782854
1,"[322, 358]",5.2328363311810335
1,"[22, 177]",18.881043413010666
2,"[219, 261]",-0.2719754012474472
2,"[32, 413]",-0.08016703578854004
2,"[60, 155]",0.21509418163458371
2,"[76, 140]",0.2477240292004802
2,"[55, 262]",0.30188515361180174
2,"[19, 405]",0.313834650377097
2,"[321, 354]",0.31393476137144066
2,"[19, 277]",0.3347801087502893
2,"[60, 358]",0.3726270966096879
2,"[60, 148]",0.47246525744970896
2,"[262, 287]",0.534060581519048
2,"[19, 262]",0.5828131508247469
2,"[385, 414]",0.6464596466834928
2,"[55, 326]",0.7956690921770296
2,"[17, 19]",0.8201162767103057
2,"[118, 262]",0.8213712315575284
2,"[81, 181]",0.8233780803525589
2,"[11, 383]",0.8961758300309652
2,"[142, 216]",0.9371754604485505
2,"[216, 302]",0.9526785617935142
2,"[155, 216]",1.1401498770352916
2,"[140, 385]",1.2140812487825237
2,"[240, 279]",1.2544062079796061
2,"[189, 262]",1.3780463406988328
2,"[16, 279]",1.61206247113085
2,"[287, 304]",1.913789501577368
2,"[133, 358]",2.4340010743694336
2,"[83, 266]",2.4595872500646694
2,"[28, 302]",3.2799127599440037
2,"[322, 356]",4.208343017085783
2,"[140, 369]",7.510596054576486
2,"[376, 426]",9.076718482438752
3,"[219, 261]",-0.2719754012474472
3,"[32, 413]",-0.08016703578854004
3,"[76, 263]",-0.05235706609043091
3,"[50, 287]",0.13297335176233382
3,"[60, 155]",0.21509418163458371
3,"[76, 140]",0.2477240292004802
3,"[199, 262]",0.29314567667250624
3,"[55, 262]",0.30188515361180174
3,"[19, 405]",0.313834650377097
3,"[321, 354]",0.31393476137144066
3,"[19, 277]",0.3347801087502893
3,"[60, 358]",0.3726270966096879
3,"[60, 148]",0.47246525744970896
3,"[262, 287]",0.534060581519048
3,"[19, 262]",0.5828131508247469
3,"[32, 405]",0.6103348457866543
3,"[385, 414]",0.6464596466834928
3,"[55, 326]",0.7956690921770296
3,"[17, 19]",0.8201162767103057
3,"[118, 262]",0.8213712315575284
3,"[32, 232]",0.9430477097669714
3,"[19, 81]",1.0688216635147243
3,"[55, 311]",1.1560431491538603
3,"[262, 411]",2.1017368092532687
3,"[106, 140]",2.1476048738912135
3,"[28, 398]",2.3792680956103567
3,"[298, 302]",2.879698646261059
3,"[32, 340]",3.11286391483493
3,"[150, 426]",4.325737005462094
3,"[148, 160]",4.511101636166249
3,"[190, 376]",6.060752365832818
3,"[189, 201]",6.281339174259195
4,"[219, 261]",-0.2719754012474472
4,"[32, 413]",-0.08016703578854004
4,"[76, 263]",-0.05235706609043091
4,"[76, 301]",0.0918917889166257
4,"[55, 72]",0.11238016769683305
4,"[50, 287]",0.13297335176233382
4,"[60, 155]",0.21509418163458371
4,"[76, 140]",0.2477240292004802
4,"[199, 262]",0.29314567667250624
4,"[19, 440]",0.2934981749112067
4,"[55, 262]",0.30188515361180174
4,"[19, 405]",0.313834650377097
4,"[321, 354]",0.31393476137144066
4,"[19, 277]",0.3347801087502893
4,"[32, 174]",0.33664133442663247
4,"[148, 199]",0.34000444283457026
4,"[55, 263]",0.3710966393400905
4,"[60, 358]",0.3726270966096879
4,"[60, 148]",0.47246525744970896
4,"[262, 287]",0.534060581519048
4,"[19, 262]",0.5828131508247469
4,"[32, 405]",0.6103348457866543
4,"[32, 163]",1.056510861470755
4,"[32, 262]",1.094661107333116
4,"[33, 189]",1.2346305956659331
4,"[326, 393]",1.522858796798948
4,"[19, 433]",2.100457379704594
4,"[358, 398]",2.209337428867275
4,"[28, 155]",2.386556678560062
4,"[311, 321]",3.5500040944184734
4,"[28, 348]",5.779060063304545
4,"[32, 267]",10.145262162963771
5,"[219, 261]",-0.2719754012474472
5,"[76, 277]",-0.26053026660293516
5,"[32, 413]",-0.08016703578854004
5,"[76, 263]",-0.05235706609043091
5,"[55, 163]",-0.012429630871033773
5,"[263, 373]",0.026583625369417527
5,"[76, 301]",0.0918917889166257
5,"[55, 72]",0.11238016769683305
5,"[50, 287]",0.13297335176233382
5,"[60, 155]",0.21509418163458371
5,"[76, 140]",0.2477240292004802
5,"[60, 205]",0.2509685580989629
5,"[199, 262]",0.29314567667250624
5,"[19, 440]",0.2934981749112067
5,"[140, 199]",0.2997198461229854
5,"[55, 262]",0.30188515361180174
5,"[19, 405]",0.313834650377097
5,"[321, 354]",0.31393476137144066
5,"[33, 72]",0.3229175766488378
5,"[19, 277]",0.3347801087502893
5,"[32, 174]",0.33664133442663247
5,"[148, 199]",0.34000444283457026
5,"[148, 163]",0.4250365420708926
5,"[33, 263]",0.4889267658799548
5,"[262, 412]",0.6136931509788222
5,"[33, 374]",0.7568752544310788
5,"[262, 393]",0.8685700651376718
5,"[19, 155]",1.0495188189172706
5,"[19, 322]",1.7027045514721488
5,"[321, 439]",1.9100888287700897
5,"[26, 321]",3.704118717448514
5,"[358, 433]",7.251775426504318
6,"[219, 261]",-0.2719754012474472
6,"[76, 277]",-0.26053026660293516
6,"[32, 413]",-0.08016703578854004
6,"[76, 263]",-0.05235706609043091
6,"[76, 163]",-0.051456939519087246
6,"[55, 163]",-0.012429630871033773
6,"[263, 373]",0.026583625369417527
6,"[174, 263]",0.04741421514290488
6,"[76, 155]",0.04816151407126197
6,"[76, 301]",0.0918917889166257
6,"[55, 72]",0.11238016769683305
6,"[50, 287]",0.13297335176233382
6,"[60, 155]",0.21509418163458371
6,"[76, 140]",0.2477240292004802
6,"[60, 205]",0.2509685580989629
6,"[199, 262]",0.29314567667250624
6,"[19, 440]",0.2934981749112067
6,"[76, 397]",0.2972459495039827
6,"[140, 199]",0.2997198461229854
6,"[55, 262]",0.30188515361180174
6,"[179, 277]",0.3171359137747092
6,"[55, 155]",0.3796589326797345
6,"[55, 393]",0.3810964182055929
6,"[19, 412]",0.43085873345123726
6,"[19, 273]",0.44146343902676505
6,"[30, 163]",0.4921959246845349
6,"[3, 26]",0.7007931464298257
6,"[159, 163]",0.9307810575383751
6,"[65, 412]",1.1721455533841572
6,"[19, 332]",1.5030488332592804
6,"[140, 393]",1.6353599837932187
6,"[32, 433]",3.2544053265798545
7,"[199, 440]",-0.3533501964184771
7,"[219, 261]",-0.2719754012474472
7,"[76, 277]",-0.26053026660293516
7,"[76, 373]",-0.10109295609021264
7,"[32, 413]",-0.08016703578854004
7,"[219, 413]",-0.060161049447900544
7,"[76, 263]",-0.05235706609043091
7,"[76, 163]",-0.051456939519087246
7,"[55, 163]",-0.012429630871033773
7,"[76, 287]",0.013388056788742045
7,"[263, 373]",0.026583625369417527
7,"[76, 412]",0.04244036781206132
7,"[174, 263]",0.04741421514290488
7,"[76, 155]",0.04816151407126197
7,"[76, 301]",0.0918917889166257
7,"[55, 72]",0.11238016769683305
7,"[50, 287]",0.13297335176233382
7,"[60, 155]",0.21509418163458371
7,"[76, 140]",0.2477240292004802
7,"[60, 205]",0.2509685580989629
7,"[199, 262]",0.29314567667250624
7,"[19, 373]",0.36495539575239005
7,"[277, 341]",0.3826832018243587
7,"[163, 202]",0.46185738241835667
7,"[163, 351]",0.5160747619151762
7,"[287, 307]",0.757248309813468
7,"[32, 263]",1.0487480690243798
7,"[112, 262]",1.0525391782267906
7,"[32, 163]",1.056510861470755
7,"[72, 438]",1.278282998675771
7,"[191, 393]",1.3737871363573615
7,"[78, 263]",1.4075852095047283
8,"[199, 440]",-0.3533501964184771
8,"[219, 261]",-0.2719754012474472
8,"[76, 277]",-0.26053026660293516
8,"[76, 373]",-0.10109295609021264
8,"[32, 413]",-0.08016703578854004
8,"[219, 413]",-0.060161049447900544
8,"[76, 263]",-0.05235706609043091
8,"[76, 163]",-0.051456939519087246
8,"[55, 163]",-0.012429630871033773
8,"[199, 413]",-0.005062490894875525
8,"[76, 287]",0.013388056788742045
8,"[263, 373]",0.026583625369417527
8,"[76, 412]",0.04244036781206132
8,"[174, 263]",0.04741421514290488
8,"[76, 155]",0.04816151407126197
8,"[76, 301]",0.0918917889166257
8,"[55, 72]",0.11238016769683305
8,"[22, 60]",0.15049846337657555
8,"[32, 191]",0.3603048861084657
8,"[76, 351]",0.43129033848931175
8,"[26, 163]",0.6433719472524798
8,"[243, 287]",0.7525618424563066
8,"[263, 316]",0.8039791567028027
8,"[287, 392]",0.878650761599556
8,"[32, 52]",0.9168869978714018
8,"[32, 393]",1.037398448403969
8,"[19, 332]",1.5030488332592804
8,"[31, 191]",1.5736809630725457
8,"[307, 437]",1.5959385859449404
8,"[32, 155]",1.640067157498345
8,"[185, 393]",1.8267242747478019
8,"[65, 205]",2.9282066884708784
9,"[199, 440]",-0.3533501964184771
9,"[219, 261]",-0.2719754012474472
9,"[76, 277]",-0.26053026660293516
9,"[155, 174]",-0.1594166988511737
9,"[76, 373]",-0.10109295609021264
9,"[32, 413]",-0.08016703578854004
9,"[219, 413]",-0.060161049447900544
9,"[76, 263]",-0.05235706609043091
9,"[76, 163]",-0.051456939519087246
9,"[55, 163]",-0.012429630871033773
9,"[199, 413]",-0.005062490894875525
9,"[76, 287]",0.013388056788742045
9,"[263, 373]",0.026583625369417527
9,"[403, 413]",0.03304894904734428
9,"[76, 412]",0.04244036781206132
9,"[174, 263]",0.04741421514290488
9,"[76, 155]",0.04816151407126197
9,"[76, 301]",0.0918917889166257
9,"[55, 287]",0.1217153674098113
9,"[72, 76]",0.12894936112949007
9,"[163, 239]",0.23561502012786315
9,"[55, 440]",0.33677654871175533
9,"[178, 277]",0.35182770792411444
9,"[32, 191]",0.3603048861084657
9,"[163, 189]",0.758681636144975
9,"[191, 405]",0.9710171551082898
9,"[55, 249]",1.166347508303599
9,"[32, 300]",1.525904356186928
9,"[321, 440]",1.6251230259908287
9,"[263, 347]",1.852141674064357
9,"[22, 203]",2.0041871033946186
9,"[205, 317]",4.686956234222396
