,Run Label,Champion,Coverage,Speedup
polar,A,1.0,72,38.749226006191954
polar,B,1.0,67,46.05703771849126
polar,C,1.0,71,48.91450903761602
polar,D,1.0,70,45.38893925657298
polar,E,1.0,69,60.35443037974684
opt_bg,A,1.0,36,38.80930232558139
opt_bg,B,1.0,48,28.71465443074276
opt_bg,C,1.0,32,41.77221526908636
opt_bg,D,7.0,17,44.5607476635514
opt_bg,E,4.0,24,54.476605005440696
solv_eng,A,3.0,21,61.20293398533008
solv_eng,B,1.0,41,43.19585849870578
solv_eng,C,1.0,32,45.47138964577657
solv_eng,D,2.0,19,51.479691516709515
solv_eng,E,14.0,20,58.01158748551564
